id,questions,answers
e0c309925ed147df87d95c57,Who plays Michael Myers in The Devil Rejects' producer's Halloween?,Daryl Karolat
2f911a1f6dac47a798ea3821,Where was the artist who created In Praise of Dreams born?,Mysen
b6299d8cea2544f4a077e143,When did the Portuguese explore the Gold Coast of the region where Daniel Houghton died?,15th century
71d6d61c521d443d83992218,When did the Portuguese explore the Gold Coast of the area that the Bantu of East and Southern Africa migrated from?,15th century
4ea67e1021734f5cab6da895,Who is the sibling of the person who developed Virgin and Child with Canon van der Paele?,Hubert Van Eyck
75fe346984e44383aa4daacd,How many adherents belong to the religion that subscribes to the Astasahasrika Prajnaparamita Sutra?,360 million
cb40a5314bf74edcb07a34d1,What is the record label of the lead vocalist from Don't Worry Baby?,Capitol Records
89a54c6888d64fa9a04c2bfb,What county contains the city where Winthrop Ballpark is located?,York County
1cb834d48dd341d08be0e471,When did the producer of Raiders of the Lost Ark come up with the idea of Star Wars?,1973
fcd020faae744d118d5b96a8,"When did the writer of the original story of Star Wars, come up with the idea?",1973
e32bb9d6b877476b9f86972d,when did the Portuguese explore the gold coast of the area that the island classified as being in by the United Nations?,15th century
3ba694cf0c5f4158befe53f7,In what county is the Midwest Regional Medical Center?,"Oklahoma County, Oklahoma"
4f4d5d3497d24ca09ba1f4e4,The painter of Still Life with Profile of Laval died in what city?,Atuona
be9008c8a0a248ae8a9c7f8a,Who plays Michael Myers in Halloween by the artist who created Foxy Foxy?,Daryl Karolat
1395d1c138e04907bbde80d5,What minor branch of Buddhism is sometimes attributed to the sutras reserved for those who follow the bodhisattva path?,Vajrayana
234e603a9069443ea7c68efc,How many French speaking countries are there in the African region where Daniel Houghton died?,eight
c658602341d54049acfac447,In what year was the performer of Ao Vivo no Theatro Municipal born?,1985
fffa4af576ff4b789b2295de,What was the place of death for the French explorer who first arrived in Canada in 1534?,Saint-Malo
ed463cb4456a40f497630eae,The mountain range that includes the Matterhorn receives how many people every year?,over 120 million
8f7211cfa5d644b1943e0ea0,how many french speaking countries are in the region the bantu of east and southern africa migrated from?,eight
c8f145e5921b4c9fa2e1d16e,What language was used by the writer of Nice Work If You Can Get It?,English language
e35d11bc6e6b4834a5a169d3,How many species of wildlife are there in the headwater region of the Danube?,"30,000 species"
14c5ff7247a24ce989a39c67,How did many multiracial people of the nationality the Soviets did not want to engage in conflict attain social and economic advantages?,"Many of majority European ancestry and appearance ""married white"" and assimilated into white society"
aab86067dc974df0818ec51c,When did the screenwriter of Indiana Jones and the Last Crusade come up with the idea of Star Wars?,1973
fd38ffffe622432581d2f944,When did the people with whom the Soviets did not want to engage in conflict begin establishing their own laws independent of the English?,mid-19th century
65b47db9b52c46df87ed25d4,Who founded the record label of 'Bout Changes 'n' Things Take 2'?,Maynard Solomon
183b38df896249cf8dfda53b,What was the place of birth for the person who performed It's OK to Listen to the Gray Voice?,Mysen
f137f98d92a94c4aa63d8135,What year saw the formation of the band that performed on Live at Rio ArtRock Festival '97?,1985
f08d19da4e044dd1bc558918,What minor branch is sometimes attributed to the type of Buddhism for which the Astasahasrika Prajnaparamita Sutra is an important text?,Vajrayana
311cb396517440579363c97d,Who plays Michael Myers in Halloween by the performer from The Zombie Horror Picture Show?,Daryl Karolat
6724a124941a4aafb11eefa5,Where did the person who led the first french effort to colonize the new world die?,Saint-Malo
5838bc9533614d219d8410dd,Who plays Michael Myers in Halloween by the performer of Venomous Rat Regeneration Vendor?,Daryl Karolat
b6757522030543b48705bcd1,How many species of wildlife inhabit the mountain range that's one of the most popular tourist destinations in the world?,"30,000 species"
9d098a166163471986bc1f6b,When did the creator of The Clone Wars come up with the idea of Star Wars?,1973
c34ced891db848cb8a472a9e,Who plays Mike Myers in the version of Halloween produced by the performer on Venomous Rat Regeneration Vendor?,Daryl Karolat
1f0131e2d29741b4b83e1d65,What incorrect term for the indigenous population originated with the person who ended early cultures in the Americas?,Indian
d26c9b2fcc6e472a9d01dab7,What incorrect term for the indigenous population originated with the person who established the first Spanish colony in the new world?,Indian
fbe0e456ddad456abd7bc90c,How many people visit the place where the major tributaries that flow through the Danube originate every year?,over 120 million
a18da2d1a09d4b7b98d58abf,How many people visit the place Adolf Hitler had a lifelong romantic fascination with?,over 120 million
738f3291162e4e70a92c2a36,Where did the creator of The Still Life with Head-Shaped Vase and Japanese Woodcut die?,Atuona
e518f3b361e649cfaa6df17e,What incorrect term for the indigenous population originated with the explorer to whom Cabot made a similar mistake?,Indian
29e9ba6fb5834be3bf9abc72,In what year did the performers of Seventh Brings Return: A Tribute to Syd Barrett form?,1985
43deaa506a4b45c1b2d0efc5,What public building has a bronze bust of the famous explorer who had some of the first ships with copper hulls?,Indiana Statehouse
fcf8c173777f482b81a2ff20,How many species of wildlife habitat the mountain range to whose north locates the Church of St. Leodegar?,"30,000 species"
f0a4b538f506453088eee436,How many people visit the mountain range that is south to The Church of St. Leodegar every year?,over 120 million
745704a250324c7fad49a619,Who plays Michael Myers in Halloween by the performer in Dead City Radio and the New Gods of Supertown?,Daryl Karolat
b31c422d508540d8beb473fc,How many species of wildlife are there in the mountain range that is seen as the dividing line when considering conditions during the Middle Ages?,"30,000 species"
fd1f139c3b3743a0906da155,What incorrect term for indigenous population originated from the famous explorer who was the first to have ships with hulls made of copper?,Indian
e149c6067e8b4e458af27e88,How many people visit the mountain range which had different living conditions on either side of it during the Middle Ages?,over 120 million
e241a904cf8e4b8ab12ff039,When was the performer of Nice established?,1978
80909a19d2494a62ae42d165,When was the group that performed The Reflex established?,1978
a8eae327468746d7bcb8e596,When was the performer of Serious established?,1978
5dc395a121994e0694328fe7,Who is a character in the book on which Zinda Laash is based?,Renfield
dbfa20c92f7d47e591635b2a,When was the band that performed Carnival established?,1978
5bd1953f0dc444bc9a540790,When was the band that performed Out of My Mind established?,1978
0a5126175d194e52885449f8,Who won the season of American Idol that included the later vocalist of 'Love You I Do'?,Fantasia Barrino
4423a2a2808845119387348e,When was the band performing Electric Barbarella established?,1978
c064354f9a834452a652f698,Who is the spouse of the creator of The Neverwhere?,Amanda Palmer
dfad9e4d87a349c6aeff765c,Who won American Idol when the performer of Giving Myself was on?,Fantasia Barrino
d27da286284b482290789494,When were the performers of Master Mixes established?,1978
3c3d4f2c30a74e009b06e2e2,Who is the The Golden Stairs' painter's son?,Philip Burne-Jones
59decea51f2243f5ba3ec1b0,When was the performer of Come Undone established?,1978
248d536a82d24172a80c1f45,When was the performer of From Mediterranea with Love established?,1978
e2c0fdb151c0420ea713176a,When did the band responsible for Seven and the Ragged Tiger get started?,1978
ea11a137c3bd430499987393,When was the band Nick Rhodes was a member of established?,1978
a4cc5d7cc406442da86a6e14,When was the band who performed Dancing on the Valentine established?,1978
be6553c9d5a44425b4542d42,"When did the ""Live from London"" group get started?",1978
479eed95f20e4bde8c3b6e2c,"The novel and show that Jonathan Harker is from, also features what character?",Renfield
08d81f0e375c4451b182c79c,The show that John Seward is present in has what character?,Renfield
4d71c7ac3c3c415581b7f20d,Branko Skroče's birthplace is the capital of what county?,Zadar County
aefd1da2b6794133bb1395ce,When was the group that performed Seven and the Ragged Tiger established?,1978
3c4bc5a265d141ce9b8ba79d,Who won American Idol in the season in which an Oscar winner competed?,Fantasia Barrino
aa96d7f3c0f44c6a82329986,Who is the child of the creator of The Beguiling of Merlin?,Philip Burne-Jones
d02f8d3fb7044929a6a24b0d,When was the band that performs Sing Blue Silver established?,1978
80cdcbc2b2dc4e55858f70e5,Who gave birth to the artist behind The Legend of Briar Rose?,Philip Burne-Jones
6b2b90c7f3f34f3c8dd08d08,Whose husband played bass on Sympathy for the Devil?,Patti Hansen
e91de69fcd6142f8b1a7f3ff,What fictional madman is a character in the work that also includes Lucy Westenra?,Renfield
3fa533d39ecd414f98790d49,"When was the publication of the story written by Bram Stoker, that is the basis for Zinda Laash?",1897
069bb9c4d6bf4d1dab9adb81,Who is the child of the creator of The Merciful Knight?,Philip Burne-Jones
d52551a4e1a24b7aa5ec4aeb,Who won the season of American Idol when the performer of Giving Myself was on it?,Fantasia Barrino
e73100650923446c9023af1b,Who won American Idol when the performer of Love You I Do was on it?,Fantasia Barrino
5784155d5cb14679b54e9e2c,Who is the spouse of the actor who played Captain T in Pirates of the Caribbean?,Patti Hansen
8e3e0e5e2da94db5ad84f6e5,When was the performer who released the album 6ix by 3hree established?,1978
b7c1cb13b991498688300d07,Who won American Idol when the performer of Giving Myself competed?,Fantasia Barrino
1aff1db828ee4373933b4e0c,"Who won American Idol the year that ""Love You I Do's"" performer was on?",Fantasia Barrino
51a59be7228c49b1a9249d9d,The city where Miho Klaić died is the capital of what county?,Zadar County
8c6a2efc46e2470b81a1f68f,"When did the empire in which the oldest recorded record of civil disobedience is found, start and end?",c. 100 BC -- c. AD 400
75912565a6254fffb074cc13,The creator of a painting named Hope is noted for creating mosaics in what century?,19th century
82c8b3a1613844bda8814a74,Who won American Idol when the idol who won an Academy Award was on it?,Fantasia Barrino
481b2701cfdc46b898a2ce9a,The creator of The Golden Stairs is noted for creating mosaics in what century?,19th century
ca1cce69eb6a4df1a8f23338,Who won American Idol when the singer of Love You I Do competed?,Fantasia Barrino
886fa49cd8ca4420a677d84b,When did the empire during which the oldest incident of civil disobedience was recorded begin to fall?,in 376
a244d8c05dab4d3dbe2b83c9,Who won American Idol the year the performer Giving Myself was a judge?,Fantasia Barrino
01ba21e758a340a8b80577cd,Whose composer father formed a friendship with Chopin?,Cosima Wagner
20c4c529c35e4dcaa5ba3b5c,Where was the director of The Man of the Hour born?,Lille
bebe5530bbdd463a8b611d16,What century is the creator of The Merciful Knight noted for creating mosaics?,19th century
3b4422abc49b4195a62d9b69,In what century was the creator of The Legend of Briar Rose noted for creating mosaics?,19th century
b921cbb11d714235b830d837,"What year saw the release of Bram Stoker's work, in which John Seward is present?",1897
8dae3effc9d74e8ebc48ce96,Where was the director of The Return of Don Camillo born?,Lille
571a2fb239104c64a5b7a52d,Who won American Idol the year that an Academy Award winner competed?,Fantasia Barrino
1b674dd9464c4a5ab893b090,The creator of The Merciful Knight is noted for creating mosaics in what century?,19th century
0bfc11574fd847b79f6532d3,In what century was the creator of The Beguiling of Merlin noted for creating mosaics?,19th century
6cac4e20f7b04376b2f938c2,The earliest examples of civil disobedience occurred under an empire that existed over what date range?,c. 100 BC -- c. AD 400
a8feab33ca9841cfb0c5ccc1,Who is the son of the painter of The Last Sleep of Arthur in Avalon?,Philip Burne-Jones
b022bab325674de6a5edf52f,What character comes from the same book as Abraham Van Helsing?,Renfield
8e4223f05a4f4f24a96a9a90,Who won American Idol when the contestant who won an Oscar for Dreamgirls was on?,Fantasia Barrino
09c30516d4ad47efbe47b656,"When did the empire, in which the earliest examples of civil disobedience as a whole occurred, begin to fall?",in 376
2b12adec9b8b4894bdcfc055,Who is the spouse of the rockstar Depp based his pirate character on?,Patti Hansen
81ade0511e114d62b2fa1dec,What symphony was composed by a friend of Chopin?,Dante Symphony
d9f711c837c34a4ea1d40c52,Who won American Idol when the Idol who won an Academy Award competed?,Fantasia Barrino
b15bbb9b891c486b997e98ea,In what administrative territorial entity is the birthplace of Branko Skroče located?,Zadar County
68f6fef38a3c4457918d27ec,Who won American Idol when the contestant who won an Oscar for Dreamgirls was on it?,Fantasia Barrino
e7bb9151cb0f4db8873d7d77,Where did the team that won the MLB World Series last year play before Wrigley Field?,West Side Grounds
b5c287518b1d4eae9b6f62d3,In what century was the creator of Pygmalion and the Image series noted for creating mosaics?,19th century
e20acc41f3fc4861b7c709d5,What region is Arda Green's birth city located in?,"Butler County, Pennsylvania"
dd1a5f2160be434d81e01c7a,Who won American Idol the year the contestant who won an Oscar for Dreamgirls participated?,Fantasia Barrino
5b483f23cd80409fbb2bbd97,What county contains the city where Miho Klaić died?,Zadar County
54d0ed3c6e7644d7bab5e6a5,Who won American Idol when the contestant who won an Oscar for Dreamgirls competed?,Fantasia Barrino
c1903123c6c642099ca55cab,The painter of The Last Sleep of Arthur in Avalon is noted for creating mosaics in what century?,19th century
36420c1257924ac0a2cf7553,Where did the first team to play in three consecutive Fall Classics play before Wrigley Field?,West Side Grounds
4e042d95bbc848f399ec0f42,What is the native language of the actor who played Sherlock Holmes' brother in Game of Shadows?,English language
a2e5d86aaddc4617b698d1bd,where did the team that holds the longest championship drought in North American professional sports play before Wrigley Field?,West Side Grounds
e545c9a155a344d9a4b2d199,"In what language does the actor who portrayed peter in ""peters friends"" work?",English language
9b56dae669f146869d8e8527,Which language is spoken by the people that lived in the British Isles during the regime under which the oldest recorded incident of civil disobedience occurred?,Celtic dialects of the Insular Celtic group
062e532a8f2640a79be44c70,The people that lived in the British Isles under the regime during which the earliest examples of civil disobedience a whole occurred spoke which language?,Celtic dialects of the Insular Celtic group
d0dc537d257542979ce02f61,What concept did the empire which recorded the oldest record of civil disobedience use when building a northern border defense?,the linear defence concept
0e97ddb8c7084e678c38e006,What reason is frequently cited for last years' World Series winner playing inconsistently late in the season?,unusually high number of day games
d8127259822a4d26adaff310,What is pointed to as the one reason for the inconsistent late season play of the first team to play in three consecutive Fall Classics?,unusually high number of day games
b5d8549fc65d4429b292ed69,What was the name of the concept used when the empire with the earliest examples of civil disobedience built another line of defense at the north border?,the linear defence concept
2baa9d517975475a916b0614,Who wrote the 1996 version of the story which was also the basis for Zinda Laash?,Steven Dietz
fb7ba9198f7244d190fd716c,Who is the author of the 1996 theatrical adaptation of the novel that Jonathan Harker is from?,Steven Dietz
a5840cf598154501abf969e6,Who is the brother of the singer of What Becomes of the Broken Hearted?,David Ruffin
7ba9487e6c3342e08cf0b53e,What is the main research library at the place where Torben Grodal is employed?,Copenhagen University Library
4f05122d5365447d9a810d88,What library is part of the university Niels Peter Lemche attended?,Copenhagen University Library
b1dc5393cb2246d29f26b311,What is part of Morten Søndergaard's alma mater?,Copenhagen University Library
0be0b8ea27074e7e97461fa3,Who is the author of the 1996 adaptation of the novel in which Lucy Wetenra appears?,Steven Dietz
d5cb522f12634a718df3d918,Who is the brother of the lead singer of I Wish It Would Rain?,Jimmy Ruffin
bd830efde259453db99c2768,How many miles northwest of Jon Monday's birthplace is Stanford University located?,20 miles
d3ec55d146e74dc494ab273c,What library is part of the college that Peder Anker went to?,Copenhagen University Library
e93f9f35d5fe41b3bad6b3ce,Who did the director of Crazy on the Outside play in Toy Story?,Buzz Lightyear
06de238645f247a093e1abc6,Who is the sibling of the performer who sang What Becomes of the Broken Hearted?,David Ruffin
a9167b09e3d442c5bc7e8323,The main research library at the college Torben Grodal attended is known as what?,Copenhagen University Library
2165ccc3dfa8421fa09c08f0,Who is a sibling of the performer of Hold On (To My Love)?,David Ruffin
0ed64bc55e14455996beb94f,What is part of the college Niels Bohr attended?,Copenhagen University Library
6ef94cbaacca4dada034bfaa,Which library belongs to Bodil Koch's university?,Copenhagen University Library
341714407322494e9a716b3e,Which Toy Story character is voiced by the voice of the Pure Michigan ads?,Buzz Lightyear
2ae3ef2849e4410ea124e556,"Who is the dad on Last Man Standing, played by the actor whose studio produced Crazy on the Outside?",Mike Baxter
60d573cee92f4cda8a0c800f,"On Last Man Standing, who plays the dad of the guy who does the voice for the Pure Michigan ads?",Mike Baxter
9a34fe9b87654db1920cb03b,How far to the southeast of Stanford is the headquarters city of The Loughlin/Michaels Group?,20 miles
df76e919903e4f56ac33b49a,How many miles northwest of the place where Fred Iltis died is it located?,20 miles
7d0c541366a9493a8a2714b8,Jon Monday's birth city has how many days of sun per year?,300
90b88d79d6404893947e1bea,Who does the person who did the voice of Buzz Lightyear in Toy Story play on Last Man Standing?,Mike Baxter
deea6a9c15134350b3b280bc,What character does the actor who voiced buzz lightyear in toy story depict on Last Man Standing?,Mike Baxter
b67d5b757a814460b9a782ab,How many sunny days a year are there in the city where LMGPR is headquartered?,300
17418f947c574c11afabc2b2,Who did the actor who plays toy Santa in Santa Clause 2 play in Toy Story?,Buzz Lightyear
e0cd16a17a69476fb5fbc94b,Who did the actor who played Toy Santa in The Santa Clause 2 play in Toy Story?,Buzz Lightyear
c27ae5dff03d4e04a1480d37,How many sunny days a year does the city where Fred Iltis died experience?,300
c3490f1a2de047c7bd7f06eb,Who on Last Man Standing plays the father of the actor who did the voice of buzz lightyear in toy story?,Mike Baxter
dc47cdee18024add92660345,Who is the writer of the 1996 play that features the character of Abraham Van Helsing?,Steven Dietz
51f96217bb924b57842de252,Who does the cast member of Comedy's Dirtiest Dozen play in Toy Story?,Buzz Lightyear
b4c98144b44e4f5a9e13b8be,How many miles northwest is Stanford from the city where the Berryessa neighborhood is located?,20 miles
3bfdf8585f7343d49146c93f,who is the father of the actor of Toy Santa in Santa Claus 2 on Last Man Standing?,Mike Baxter
9dea648a2ac646fcbc169617,"On Last Man Standing, who plays the father of the actor who voiced Buzz Lightyear in Toy Story 2?",Mike Baxter
9e699998944f4a0b8036e1f3,What is a civil parish of the district of England where the village Bispham Green is located?,Wrightington
547b1730f48941ab87d935a1,What region does the state encompassing North Meols contain?,Wrightington
2c30bb170dcc44d289cedee2,Who is the father of the actor of Toy Santa in Santa Clause 2 in Last Man Standing?,Mike Baxter
d5d337fb9dbc43128231583d,How many sunny days a year does the administrative territorial entity containing Berryessa experience?,300
a69a0767defb401ea4a39d98,How far from the city with the highest cost of living in the nation is Stanford?,20 miles
668dec220116471ab510758e,How many sunny days a year does the city which is among the highest in cost of living in the nation experience?,300
36c9dc5101f445ce902b800a,From where is the basis for Zinda Laash?,Transylvania
53895d9eec314ea9a1bf5b2e,When did the ocean surrounding Antarctica come into existence?,roughly 30 million years ago
d8bf45648b484567a70eed28,When did the ocean surrounding Antarctica become a thing?,the 1770s
be1aebe65a9344afb2ca5b6c,What year did the author of Underwoods die?,1894
40e1fd2c117941f594cc9919,In what year did the creator of Kidnapped die?,1894
8e4aa10117ac4177bf41270f,What competition did the artist behind En enda gång compete in?,Eurovision Song Contest 1985
76d8fefb036a4251b6c3677e,What was the year the author of The Amateur Emigrant perished?,1894
d97c0c409e1c4857bca95817,In what year did the author of The Silverado Squatters die?,1894
95253ad168ae4ec0b53a8b7d,In what year did the author of A Child's Garden of Verses die?,1894
2e1f6419d7c442f4b7afbedc,Who is the sibling of the artist that created The Windows of the World?,Dee Dee Warwick
7584285f997b431ba699fd0f,When did the ocean that the Murray Mouth flows into become a thing?,the 1770s
f3b5caad50a64e46b03f4ea3,When did the body of water the Murray Mouth flows into come into existence?,roughly 30 million years ago
d4ed406a0d774a3ba2d491b5,What nickname did the Count of Mortain's policy earn him?,John Softsword
e0a04d4194ae4be5b73cdb39,When did the ocean the Davis Sea is part of become a thing?,the 1770s
5b360688c6c24e80b5433955,In what year did the writer of Treasure Island die?,1894
35271edda8b84359b6e617b8,When did the ocean that contains the Davis Sea come into existence?,roughly 30 million years ago
8d51238535e54923a8e56e38,Where did the author of A Child's Garden of Verses die?,Vailima
e571c60c829349aaa3778363,Which party held the 1781 governorship of Virginia?,Democratic-Republican Party
d0be604faf8c402ebdf5957c,When was the brand opened in Alexandre Bennigsen's birthplace?,1855
2587330ce30644428a1d06c7,What place is the setting of the novel where Lucy Westenra appeared?,Transylvania
ff97f665b3f248a5a2d5340f,When was Siemens opened in the place of death of Pavel Schilling?,1855
3c37985e725b424688235053,When was the brand opened in Georges Kopp's birthplace?,1855
88e9d5ef584842c69a08f7c5,When was the brand opened in Alexander Werth's birthplace?,1855
7625340bfb25462198927250,What nickname did the sole surviving son's policy earn him?,John Softsword
43baddac82c04254bb3cd54b,When was the brand opened in the place where Hermann Fliege died?,1855
db4c35660f2c4475b52e30e8,The writer of most of the Declaration of Independence was a member of what political party?,Democratic-Republican Party
88745a3857b5457a9af58412,What competition did the creator of the song Min barndoms jular participate?,Eurovision Song Contest 1985
5f2ba67236224c02943b31db,When was the brand opened in the place where Boris Turayev died?,1855
4b38bfcce0bb48629a6e7efd,What year did the author of Travels with a Donkey in the Cévennes die?,1894
9c28bf05f4cc436797f7c957,The siege of the place where Ğäliäsğar Kamal died was part of which wars?,Russo-Kazan Wars
048ee293a2a849a8a2d2bef4,When was the brand opened in the birthplace of Igor Lazko?,1855
b18a892aa4a24b65b73d7b2f,When was the brand opened in Alexander Koenig's birthplace?,1855
6cf9b0243d3b4f1a9f553a51,When was Siemens opened in the place where Johann Amman died?,1855
7c97a187fa024a3bad729660,Where is the setting of the novel that John Seward appears in?,Transylvania
c53e8d7d5ab64fac9a0f10f2,What nickname did the policy of Henry's favorite child earn him?,John Softsword
337ad56661bc49128e7d729f,When did a branch open in the city where Osip Senkovsky expired?,1855
7c1459fa58b5410ca7cb81e1,When was the brand opened in the city where Veniamin Basner died?,1855
cfa620f1f37d460caf199866,When was Siemens opened in the city where Andreas von Tuhr was born?,1855
ccafb036455242958031a593,What is the political party for the person who became president with the election of 1800?,Democratic-Republican Party
cb02d653db3944b48faa920c,When was Siemens & Halske opened in the place where Anton de Vleira died?,1855
c006bafcfcd54605a3ffdd75,When did the ocean located in the Antarctic Circle come into existence?,roughly 30 million years ago
c9e290fef229429097eb8632,When was the brand opened in city where Auguste de Montferrand died?,1855
59c8c746639047bfba7f2f3e,What is a language spoken by the director of Thalattu Ketkuthamma?,Hindi
578a881eb843471a885756d7,Where was the singer of Say You Won't Let Go born?,"Hamilton, Ontario"
9f6381a53c744960a7fed7b2,When was the ocean located within the Antarctic Circle discovered?,the 1770s
81acccecb3004e11ae033f72,The inventor of Jefferson disk was a member of which political party?,Democratic-Republican Party
3206e235fcb74c73a9b69d54,What political party did the father of Harriet Hemings belong to?,Democratic-Republican Party
c09445369f6c4585aba11e96,When did the brand open in the city where Ivan Mane Jarnović died?,1855
c77fad825ccc4476a9b6d209,When did the body of water containing Indira Mount appear?,roughly 30 million years ago
037b6fe4c04b4eba8a139e0a,What political party did the man who became U.S. President in 1800 belong to?,Democratic-Republican Party
77ed9821d0f144d7b02c747e,"The singer of ""you won t let go"" was born where?","Hamilton, Ontario"
730c89f093c34d1eb35bdbd7,When did the Count of Mortain create a new tax on income and movable goods?,1207
beacb28a467e458680a9b159,In what year did the author of The Merry Men and Other Tales and Fables die?,1894
a59a197a29964af19e494869,What body of water is located near the location of Lacy's final win?,Lake Saimaa
e589711d9a614eb79d0d361c,When did the ocean in which Indira Mount is located become a thing?,the 1770s
532b5482bce246a4b2c3ad37,When did the body of water where Pedra Branca is located come into existence?,roughly 30 million years ago
f4e455c324be450e9fe5a2b8,What language is used by the director of Mera Naam Joker?,Hindi
6f1d65413d4e4c01b8656e82,When did the body of water that contains the Breaksea Islands become a thing?,the 1770s
b670302aa8164df0a47a92d3,The 3rd president of the United States of America was a member of which political party?,Democratic-Republican Party
49bff031c7be48f7aadd1b62,When did the body of water in which Elephant Island can be found come into existence?,roughly 30 million years ago
9580d89d6f46494995bc2b40,What place is the setting of the fictional work that Abraham Van Helsing exists in?,Transylvania
05f682fef9a24f7fb03be5b1,The author of The Black Arrow: A Tale of the Two Roses died in what year?,1894
426ea8009d6e49f59a39721b,When did the ocean in which Elephant Island is located become a thing?,the 1770s
6024f8555d2d4ade9820a71c,When did the body of water next to Breaksea Islands come into existence?,roughly 30 million years ago
3ff27f62a6d6485b9fa092b7,When did the ocean where Sidmouth Rock is located become a thing?,the 1770s
e9697833c3a546aba8b79251,What is the political party for the person on the $2 bill?,Democratic-Republican Party
807ff57f5dcf435cb689646b,What political party did the person pictured on the two dollar bill belong to?,Democratic-Republican Party
db5569a9c5a444e1bd658575,When did the ocean in which Pedra Branca is located become a thing?,the 1770s
0169d768f4434db18f865367,When did the sole surviving son create a new tax on income and movable goods?,1207
b0b0b23a6a4a491d91ea4334,Where was the writer of the song Say You Won't Let Go born?,"Hamilton, Ontario"
40910da5389f4d38bf29fbdd,When was the brand opened in the city containing Chesme Church?,1855
e9b7db8ac4354900a5775e05,When did the body of water surrounding Sidmouth Rock form?,roughly 30 million years ago
10d38edc42cd4b6ab994c054,What political party did the man mostly responsible for writing the Declaration of Independence belong to?,Democratic-Republican Party
d2471f0bed76462989d1d524,What is the birthplace of the writer of the song Say You Won't Let Go?,"Hamilton, Ontario"
740e9a6105aa4f7787d725c0,To what party did the third president of the united states of america belong?,Democratic-Republican Party
0c9996bbab2f427db3c81400,Of what political party was the man who created the concept of separation of church and state?,Democratic-Republican Party
38352aa2bbb144bf9efc600a,When did Henry's favorite child create a new tax on income and moveable goods?,1207
d0690172907944d18000476d,"What nickname was earned by the policy of the King of England, who unsuccessfully attempted a rebellion against Richard's royal administrators?",John Softsword
c4793ec4f76341fcaa7f2018,In which county is the city Ian Sharman is associated with located?,"Contra Costa County, California"
9cf02a1dc29948e0b8dd2c03,When was the brand opened in the city where Central Naval Museum was located?,1855
9303d21c5d9e47c39dd48631,When was the brand opened in the location of the Private Garden of the Winter Palace?,1855
cf352ca0ac144b3faae0fac0,"What political party was the man whose writings influenced the French Declaration of the Rights of Man and Citizen, a member of?",Democratic-Republican Party
41c48a8aa1a243ed91834560,What political party did the person belong to who was unable to attend the constitutional convention due to serving as american minister to france?,Democratic-Republican Party
b3a8edf0688442e8b12cca1a,The language of the name saying Jan in another way in Devon is what?,English language
e8e1be22577845aa97655d33,When did the person who unsuccessfully attempted a rebellion against Richard's royal administrators create a new tax on income and movable goods?,1207
2fa940cce26c4f0397a25544,What political party is the person who dropped passages about miracles or angel visitations from his work in the Jefferson Bible?,Democratic-Republican Party
0da0933f14594b0f8704959e,Who is the spouse of the person who recorded Kravgi?,Nikos Karvelas
47c433428e884c0d816a3214,When did the first conflict involving JP233 begin?,1991
925195c07bb5451c8798037c,Who is the spouse of the singer of Eimai?,Nikos Karvelas
ceb80ae9ed884033b4c74bf1,"Who manufactured the 747, bearing the name of the company that investigated solutions to the Airbus problem?",Boeing Commercial Airplanes
a3661d156a67461a9c437a4b,Who sang up where we belong with the performer of Gold?,Jennifer Warnes
a4b1654b01e147e999b78ed4,What year did the war the AMX-30 was in start?,2 August 1990
1e571e7d63c14c45919f9b49,Who was the king after Michal's spouse in the bible?,King Solomon
2ec0f04e0c6c4df0a0021a7d,In what year did the conflict which involved JP233 begin?,2 August 1990
e508678b99ef4eb7b616f3a3,"Who sang Up Where We Belong, with the artist who sang You Can Keep Your Hat on?",Jennifer Warnes
0f59914e8c034f27b17d3b82,In what year did the conflict the Battle of Khafji was part of start?,2 August 1990
5ffc70a87e054f0da386d4a3,Who sang Up Where We Belong with the performer of Live at Woodstock?,Jennifer Warnes
057690f300e946e9aaabf864,Who sang Up Where We Belong with the performer of the album Hymn for My Soul?,Jennifer Warnes
d66a3d59fc2742bc904ae8ec,When was the statue of the spouse of Michal moved inside?,1873
dc1c6a6a862b46faae751368,What did the conflict involving JP233 inadvertently do in the early 1990s?,radicalize the Islamist movement
296aae4a5465459da878e48a,What did the war the AMX-30 was in inadvertently do in the early 1990s?,radicalize the Islamist movement
682a4c0833c9400091af48ae,Who succeeded the king who brought the ark of the covenant to Jerusalem?,Solomon
136f5b959cdb4defb588388b,The performer of No Ordinary World sang Up Where We Belong with who?,Jennifer Warnes
f750b342a2b7405ead2ba9be,Who was the father of the president during the Sherman anti-trust act?,John Scott Harrison
f7847de20d5c4c3bb735261a,In what government building can one find the bust of the man who was president during the Sherman Anti-Trust Act?,Indiana Statehouse
3d0743b0c0e440e6ba48846e,After the Rain performer is associated with which subgenre of the blues,Chicago blues
589d2b3e5c2444929e51f170,Which subgenre of the blues is the Hard Again performer associated with?,Chicago blues
b952ec87c4df45d4b20c0dd0,What genre did the singer of Go Rest High on the Mountain perform in?,bluegrass
1968177ba99e49a2a6d9ac95,When did the Gold performer record With a Little Help from My Friends?,Early 1968
83381221d97549c09b23d704,When did the war that is the main subject of Soldier Five begin?,1991
28bb82e861e941859e9c15dc,What year did the conflict using Desert Patrol Vehicle start?,2 August 1990
d6a5e44ed4234ea49fff11af,The performer of King Bee is associated with which subgenre of the blues?,Chicago blues
